time,ema_diff,atr,rsi,volume_norm,volatility_regime,trend,target
2025-12-19 13:09:00,-8.704066701295233,6.96214285714268,14.542580517685238,1.3900661129004916,0,-1.0,1
2025-12-19 13:10:00,-9.357749413065903,8.106428571428426,27.896995708154506,2.220795892169448,0,-1.0,1
2025-12-19 13:11:00,-10.03893298636467,8.367857142856987,22.7414330218063,1.3544442702617965,0,-1.0,1
2025-12-19 13:12:00,-9.99133837833142,9.073571428571345,35.24638536441404,1.3242784380305603,0,-1.0,0
2025-12-19 13:13:00,-9.80060454678096,9.224999999999843,38.91477528934296,1.4330874604847208,0,-1.0,0
2025-12-19 13:14:00,-9.548899957273534,9.269999999999916,40.926463843449774,1.001664397034347,0,-1.0,0
2025-12-19 13:15:00,-8.839532475798478,9.63571428571413,46.72549289948981,1.1701970078506887,0,-1.0,0
2025-12-19 13:16:00,-8.63805791449704,10.189285714285559,42.74722502522693,1.235777041624658,0,-1.0,0
2025-12-19 13:17:00,-8.906848719136178,10.394285714285486,40.211200759373384,1.2038725971657078,0,-1.0,1
2025-12-19 13:18:00,-8.70107546446161,10.715714285714057,42.920253738105934,1.0044150110375276,0,-1.0,0
2025-12-19 13:19:00,-8.3496476381697,10.671428571428416,48.066166845174315,0.8826754385964912,0,-1.0,0
2025-12-19 13:20:00,-7.858911973529757,10.457142857142701,55.909797822705414,0.6630898335396891,0,-1.0,0
2025-12-19 13:21:00,-7.515017901005194,10.591428571428489,56.37005096040778,0.859481582537517,0,-1.0,0
2025-12-19 13:22:00,-7.4541164508409565,10.457142857142701,57.497001199520305,0.7622895622895622,0,-1.0,1
2025-12-19 13:23:00,-7.905549022358173,10.484285714285631,54.9344199668917,0.8402684563758389,0,-1.0,1
2025-12-19 13:24:00,-8.184411326739792,9.161428571428457,50.2530222097277,0.7870064703552093,0,-1.0,1
2025-12-19 13:25:00,-8.07412482820655,9.142142857142712,55.89225589225589,0.9161307258170364,0,-1.0,1
2025-12-19 13:26:00,-7.625970552340732,8.633571428571356,52.70758122743682,0.8527437820765891,0,-1.0,1
2025-12-19 13:27:00,-7.011838420654385,8.58071428571436,53.71024734982333,0.8515655705489323,0,-1.0,1
2025-12-19 13:28:00,-6.1156625399016775,8.821428571428571,56.83405825754522,1.010878217033696,0,-1.0,1
2025-12-19 13:29:00,-5.383820901119179,8.464285714285714,50.724637681159415,0.7377381434941224,0,-1.0,0
2025-12-19 13:30:00,-4.89560442183938,8.071428571428571,54.6875,0.8642327438676554,0,-1.0,1
2025-12-19 13:31:00,-4.396900444342464,7.875714285714431,63.716814159292035,0.7911253831557437,0,-1.0,0
2025-12-19 13:32:00,-3.806908843198471,7.474285714285933,60.38647342995169,0.6507984332630311,0,-1.0,0
2025-12-19 13:33:00,-2.866376802077866,7.635000000000218,63.800105950910066,0.9756097560975611,0,-1.0,0
2025-12-19 13:34:00,-2.213434843637515,7.3942857142860055,58.55113138045927,0.790625,0,-1.0,0
2025-12-19 13:35:00,-1.5395387627067976,7.215714285714577,61.89217758985158,0.547457078069323,0,-1.0,0
2025-12-19 13:36:00,-1.6062470667166053,7.635714285714649,55.0972396486824,0.998842401190673,0,-1.0,0
2025-12-19 13:37:00,-2.008376331668842,7.350000000000364,58.05651958353964,1.1697670521199932,0,-1.0,1
2025-12-19 13:38:00,-2.1610829986639146,7.6442857142860055,59.32040391088351,0.909710391822828,0,-1.0,1
2025-12-19 13:39:00,-2.3490620602642593,7.180000000000291,54.11113034446916,0.6790875848859481,0,-1.0,1
2025-12-19 13:40:00,-2.433667343277193,6.938571428571647,50.23465365121079,0.7756813417190775,0,-1.0,1
2025-12-19 13:41:00,-2.0919613200385356,7.125714285714431,53.50754121360902,0.7919034090909091,0,-1.0,0
2025-12-19 13:42:00,-1.8991544545715442,6.7778571428573615,46.227838551490294,0.5667574931880109,0,-1.0,0
2025-12-19 13:43:00,-1.5844020646873105,6.6442857142860055,49.76967016768013,0.4628410159924741,0,-1.0,0
2025-12-19 13:44:00,-1.2768651055484952,6.680000000000291,53.13888352327579,0.7924961715160797,0,-1.0,0
2025-12-19 13:45:00,-0.9487377765217389,6.430000000000291,53.13888352327579,0.6968917046129479,0,-1.0,0
2025-12-19 13:46:00,-0.9400715819101606,6.6442857142860055,46.0843928505623,0.8700930797248078,0,-1.0,0
2025-12-19 13:47:00,-1.0550776383897755,6.349285714285933,35.87708587708572,0.8819875776397516,0,-1.0,0
2025-12-19 13:48:00,-1.3191769175973604,6.312857142857216,35.972250561110556,0.954623287671233,0,-1.0,0
2025-12-19 13:49:00,-1.543826517288835,6.357142857142857,33.60135421074975,0.8364190808102809,0,-1.0,0
2025-12-19 13:50:00,-1.9014114577585133,5.803571428571429,41.23604258634167,0.8571428571428571,0,-1.0,0
2025-12-19 13:51:00,-2.051090200751787,5.553571428571429,53.21336760925431,0.7983576642335767,0,-1.0,0
2025-12-19 13:52:00,-2.257576240830531,5.178571428571429,46.03078780561283,0.6813441483198146,0,-1.0,0
2025-12-19 13:53:00,-2.5053896846729913,5.187857142857216,45.69973029667506,0.9435310936383131,0,-1.0,0
2025-12-19 13:54:00,-2.788762940952438,5.205714285714358,41.791044776119406,0.8682997817123453,0,-1.0,0
2025-12-19 13:55:00,-3.0106727914026123,4.973571428571502,26.41509433962264,1.1129687126821113,0,-1.0,1
2025-12-19 13:56:00,-3.1643192709598225,4.911428571428717,30.0,0.6331006979062812,0,-1.0,0
2025-12-19 13:57:00,-3.384102273186727,5.018571428571574,20.61855670103094,1.0941935483870968,0,-1.0,0
2025-12-19 13:58:00,-3.9966901032312308,5.30428571428586,14.285714285714292,1.1494252873563218,0,-1.0,1
2025-12-19 13:59:00,-4.122117282840918,5.6521428571429295,28.0,1.3883196721311477,0,-1.0,0
2025-12-19 14:00:00,-3.7815796872127976,5.767857142857143,45.3416149068323,2.2039632672788785,0,-1.0,0
2025-12-19 14:01:00,-3.7235341033847362,5.723571428571502,42.94117647058823,1.4762242725337118,0,-1.0,0
2025-12-19 14:02:00,-3.897264658979111,5.8400000000001455,41.714285714285715,1.3556217082665445,0,-1.0,0
2025-12-19 14:03:00,-3.459500035845849,6.822142857143002,52.77777777777778,2.5277892136681763,0,-1.0,0
2025-12-19 14:04:00,-4.04643106826552,8.045714285714505,41.605839416058394,2.449056603773585,0,-1.0,0
2025-12-19 14:05:00,-3.981302279196825,8.70642857142879,47.19471947194719,2.22376409366869,0,-1.0,0
2025-12-19 14:06:00,-4.273963239294972,8.975000000000364,44.27244582043343,1.3602015113350125,0,-1.0,0
2025-12-19 14:07:00,-4.932573417532694,9.76071428571465,41.14871086556121,1.5813953488372092,1,-1.0,1
2025-12-19 14:08:00,-5.640730076978798,10.028571428571793,40.5099150141643,1.1506505721899984,1,-1.0,1
2025-12-19 14:09:00,-6.725446164407913,10.51071428571465,36.69250645994831,1.5037369207772795,1,-1.0,1
2025-12-19 14:10:00,-7.153054841102858,11.144285714286005,41.66666666666667,1.3730829869571448,1,-1.0,1
2025-12-19 14:11:00,-7.574802234790695,11.242142857143076,41.81800802905794,0.9254066180594503,1,-1.0,1
2025-12-19 14:12:00,-7.346181893597532,11.474285714285932,50.350500046733345,1.1725067385444743,0,-1.0,0
2025-12-19 14:13:00,-7.302082673031691,11.260000000000218,45.39907012785733,0.9822251481237656,0,-1.0,0
2025-12-19 14:14:00,-7.138436823322991,11.126428571428862,42.03002879473451,0.8718080990456539,0,-1.0,0
2025-12-19 14:15:00,-6.4933312832981755,11.48357142857172,48.76531015408927,0.908744764564031,0,-1.0,0
2025-12-19 14:16:00,-6.160402634461207,11.465714285714578,48.645186717903215,0.5957446808510638,0,-1.0,0
2025-12-19 14:17:00,-5.791963621759351,10.555714285714723,43.49522983521234,0.5792759051186017,0,-1.0,0
2025-12-19 14:18:00,-6.136329097655107,9.88571428571465,46.12024370617303,0.8998406276817457,0,-1.0,0
